text_clean,exclamation,emojis,links,hashtags,airline_sentiment
not yet  but we will see shortly ,False,False,False,False,negative
ive flown us airways at least five times  every single time has been like this  actions speak louder than words ,False,False,False,False,negative
flight from bhm delayed 5hrs  connect flgt left us in clt at a motel,True,False,False,False,negative
membership has no privileges anymore  my son is in the army  short window to see him  no help ,False,False,False,False,negative
honestly  how is it quickly as possible ive been on hold sine 950 pm  everyone that answers has to send me to someone else ,False,False,False,False,negative
done it  process initiated saturday morning  cant get info with website issues  inadequate phone coverage  how 2 get update  ,True,False,False,False,negative
yay for glitchy tracking system  my bags made it to my destination and not laguardia like the app said ,True,False,False,False,negative
really    not one of them can book dividend miles travel  literally on hold now since 950 pm  its 1130 pm noexcuses,False,False,False,True,negative
yeah i know that but that doesnt get me my money back does it  everytime i fly with you something bad happens ,False,False,False,False,negative
by the grace of god  i made it  “  we dont have those powers in here  we hope you can make that flight  ”,True,False,False,False,positive
everyone is sorry  dont have what i need for meeting tomorrow  140 charac  isnt nearly enough to highlight your shortcomings,False,False,False,False,negative
is the worst  i have to pay  200 just to not take my first flight in a round trip  otherwise theyll cancelled flight my whole flight ,True,False,False,False,negative
if it was so important  why did i wait on hold and then get hung up on by your computer  disappointed,False,False,False,True,negative
thank u i wiil write after call travel agency,False,False,False,False,neutral
terrible service,False,False,False,False,negative
disgusted with your poor customer service  u wrongfully remove  65000 miles from my dividend miles and no live person ,False,False,False,False,negative
please hold flight us 639 in phoenix  im a weary traveler stuck on another flight because the tarmac is having issues ,True,False,False,False,negative
 no live person to speak with all day at dividend miles  after they wrongfully took over 65000 miles out of my account ,False,False,False,False,negative
my frustrations are the result of multiple experiences late flightly  currently lost luggage  i want to talk to a real person ,False,False,False,False,negative
cust svc means nothing  so disappointed  trying since 730a to speak to a human i get bad weather not bad service  socialtantrum,True,False,False,True,negative
yes  but i had to pay more for another flight to get me out tomorrow since there werent anymore for tonight  not fun ,False,False,False,False,negative
well  thats a problem considering i need to book a flight tonight for this weekend  is there anything you can do ,False,False,False,False,negative
but i bougth mc caren to jfk with same agency and delta airways  delta refund money but usairways doesnt accept to refund,False,False,False,False,neutral
it is my fault but i bought online and i get twice why i buy twice it fault but i bougth ticket jfk to mccaren and usairways  ,False,False,False,False,negative
us1799 clt  sfo in first no desert  no snack basket  incoming was on time  what ’ s up ,False,False,False,False,negative
thank you ,False,False,False,False,neutral
was transf  held 1518 min more b4 agent answered and helped  by time i got to person fare id seen was gone  had to get supv ,False,False,False,False,negative
you are the actual worst  you have zero respect for your passengers  im officially done flying with you ,False,False,False,False,negative
has the worst customer service line  ive called them 8 times today and not once was i able to talk to a real human being ,False,False,False,False,negative
that wasnt the issue  someone finally helped on the phone  now theres a website error that wont let me process my request  smh,False,False,False,False,negative
you say to call travel agency and they say we cant refund because usairways didnt accept this ,False,False,False,False,negative
 i f    ing hate you ,False,False,False,False,negative
travel agency said that if usairways accept we will refund money i dont understand why dont u refund,False,False,False,False,negative
yes  have already spent 1k  on the card  paid the  89 annual fee  but the 50k miles have not shown up  want to fly aus  atl,False,False,False,False,negative
no i use to skyscanner and travel agency and i called u  you said you should call travel agency but,False,False,False,False,negative
finally spoke with someone  i have to email the refund dept  i love you guys  but 6 hours in line to be told no dice sucks ,False,False,False,False,negative
yes  with delta ,True,False,False,False,neutral
well i thought they had hours ago but just found out that no i do not have a seat,False,False,False,False,negative
 was on flight 2046 bosclt on 222  awful experience  exit row seat was so narrow that i could not move my legs  unacceptable ,True,False,False,False,negative
yes  but we were answered and put back on hold while they were to check on our request  50 mins late flightr nothing ,True,False,False,False,negative
not good  on hold for over an hour  httptcowSgYckCIIO,False,False,True,False,negative
expedia reserved a ticket for me and 2 more for a usaw flight but only issued 1  they are not responsivethoughts ,False,False,False,False,neutral
no worries  your flight attendant took care of it ,False,False,False,False,positive
thanks for getting back to me  i called that number earlier but no option to leave vm and just rings with busy tone,False,False,False,False,neutral
ive been on hold for over an hour  not doing so well in the customer service department  weak,False,False,False,True,negative
 53 minutes on hold for a reservation ,False,False,False,False,negative
there are breastfeeding mommas watching this story all over the country  better work on a faster response ,True,False,False,False,negative
dividendrewards urgently need to speak with a cs rep  my 50k miles havent shown  ive fulfilled all reqs  flight booking problems flights today,False,False,False,True,negative
ive been on hold for over an hour only b  c my cc miles arent showing up  what a mediocre combo of cc  airline switchingboth,False,False,False,True,negative
i am a premium dividendmiles cardholder  unacceptable 4 you to hangup my customerservice call twice after putting me on hold ,False,False,False,True,negative
i bougth ticket same fligths twice and you dont refund money it is big problem other company refund money why dont u pay back,False,False,False,False,negative
now this is beyond ridiculous  some steering problem delays us again  neveragain its no wonder you had to sell,False,False,False,True,negative
hi  im trying to speak with someone to book travel for a minor  the phone keeps disconnecting  please advise  website wont allow ,False,False,False,False,negative
did a pre schooler develop your app  the thing crashes every single time ,False,False,False,False,negative
and  bad weather should not be an excuse for not following established luggage procedures  noclothesnoinfo,False,False,False,True,negative
on hold for going on 40 minutes after spending 10 hours delayed in denver cause of a broken plane  thanks guys ,False,False,False,False,negative
failingyourcustomer one by one,False,False,False,True,negative
looks like a long trip from cancun to philly  9 hours late flight  seriously ,False,False,False,False,negative
 yet another delay  missed connection  and your customer service has an attitude with me  wow ,False,False,False,False,negative
1223  22 of unusable funds  will not book with you again  usairwaysfailscustomers,False,False,False,True,negative
can you bring guinea pigs in small pet carrier onboard your flights ,False,False,False,False,positive
noservice good luck trying to reach a human  twice sat on hold for over 50 mins  neveragain,True,False,False,True,negative
every single time i fly you guys i am delayed at least 30 minutes  every time  on flight 5612 out of clt to nola ,False,False,False,True,negative
is it ok for a flight attendant to talk nasty about passengers while they go get drinks by the restroom  i was shocked listening,False,False,False,False,negative
good work by flight 1798 crew  chairmans recognition even in coach  too many missedupgrades late flightly  whats up with this ,False,False,False,True,positive
changed our flight 6 times in 1 trip  bumped to now  having great experience  never  flying  us air again  never ,False,False,False,False,negative
i cant wait to never fly with you again  always delayed  always lose my bag  rudest people on the planet  southwest is the best,False,False,False,False,negative
i sent email to customerrelationsaacom  will this work ,False,False,False,False,neutral
sat on the ramp for 45 min and missed my connection  no one seems to concerned at usairways ,False,False,False,False,negative
its very difficult to work with baggage claims when they dont answer the phone,False,False,False,False,negative
i lost an id on your plane and having trouble finding a contact for your lost and found in cleveland hopkins airport  please help,False,False,False,False,negative
i have better intel than she does  she said plane is due in at 630  flightaware and your own app say 645,True,False,False,False,negative
not likely  flightaware says plane is still in durango and hasnt departed ,False,False,False,False,negative
too little  too late flight  you suck rt  oh no  mitchell  our agents are happy to offer you available options ,False,False,False,False,negative
hii have a travel question  could you please follow me so i can dm you ,False,False,False,False,neutral
should  but didn ’ t ,False,False,False,False,negative
just now but no general announcement,False,False,False,False,neutral
whats going on with us airways flight 805  why diverted to charlotte ,False,False,False,False,neutral
i ’ d suggest proper information dissemination to all staff on a more timely  relevant schedule to prevent this in the future ,False,False,False,False,neutral
i have been patient  especially the first time  i will never fly with you again,False,False,False,False,negative
seriously  every flight i have had the past 2 days has been delayed  every single one  terrible,False,False,False,False,negative
i just want to be heard and to discuss the many issues on my trip,False,False,False,False,negative
whats up with flight 5545 no gate agent or plane at phx b18  nice customer service ,False,False,False,False,negative
very embarrassing ,False,False,False,False,negative
i ’ m still disappointed that it is apparently ok for a flight attendant who isn ’ t up on current policy to argue with a traveler ,False,False,False,False,negative
yes i know the industry procedure on baggage  thanks for helping  😉 what about the impossible connection that started this ,False,True,False,False,negative
i agree but per the captain this issue happened before boarding  we all sat in the plane for almost 2 hrs,False,False,False,False,negative
and despite tailwind … will still be late flight ,False,False,False,False,negative
1500 characters are not enough to convey the issue  was directed to emailmailto  customerrelationsusairwayscom unmonitored  bad,False,False,False,False,negative
thanks  sent you dm re  baggage issues ,True,False,False,False,positive
i have and you have not been able to locate them  its insane  i trust you and pay you to look after my things and you lost them ,False,False,False,False,negative
and yet the flight attendant argued with me over exec plat benefits ,False,False,False,False,negative
please stop asking me each week to place my bag in the size check itfits httptcoAUrn07pWD4,False,False,True,True,negative
has me on my toes whether im going to make my flight back to boston tonight,False,False,False,False,negative
need to check candy w working flight 449 iah to phx on usairways she is the reason i always choose rude,False,False,False,True,negative
explain how come i can get a free upgrade on us as an exe plat but not exit row seating w  out paying  confused,False,False,False,False,neutral
yes  ground crew finally showed up so plane could depart very late flight ,False,False,False,False,negative
686 is delayed due to tail winds and need to jump on 521 to sea  leaving the same time this arrives  is there a chance to hold ,False,False,False,False,negative
i have submitted my request  i would appreciate a call by 9am eastern  thank you ,False,False,False,False,neutral
i need to email customer service for help and a question  can you please provide the email address ,False,False,False,False,neutral
there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy,False,False,False,False,neutral
can you help me out ,False,False,False,False,neutral
is anything being done to make flight attendants aware of aa member benefits  embarrassing being argued with  just happened ,False,False,False,False,negative
i have a question  i need to talk to someone by email  can you give me your email address  thanks ,False,False,False,False,neutral
well there is certainly nothing happening  in front  of the scenes  noaccountability disappointing,False,False,False,True,negative
4 hours on tarmac in charleston and still cant get a response after a week  unacceptable,False,False,False,False,negative
customer service at its best  rachel s  took great care of us at the phx airport  httptcoHG7vEqhGHy,True,False,True,False,positive
 planes in grandcayman httptcoGX7QbtckBr,False,False,True,True,neutral
i will never fly us airways again ,False,False,False,False,negative
strikes againlate flight crew  34 for the trip and maintenance  24  worth the extra  200  trip for less hassle and fewer delays,False,False,False,False,negative
can you follow  so i can dm you ,False,False,False,False,neutral
so i get bumped to the 6pm to birmingham which is now delayed because the pilots scheduled dont have enough hours together  fail,False,False,False,False,negative
yes  thanks but took forever,False,False,False,False,negative
as far as being delayed goes … looks like tailwinds are going to make up for it  good news ,True,False,False,False,negative
horrible travel day w  your airlines  my 220 flight to birmingham was cancelled flightled w  no notification so i couldnt get on the 405,False,False,False,False,negative
i asked if that was sop  and they said “ it is now  ” but yet the other 11 flights  nothing  is this a policy or not ,False,False,False,False,negative
while i ’ m asking … 2 of my 11 non upgraded flights  attendants came  greeted me  thanked me for my business b  c i was exec plat ,False,False,False,False,neutral
24 hrs of traveling and this just welcomes u back home to the us  4 hr layover and i get to watch it going to wrong destination ,False,False,False,False,negative
it is really embarrassing when asking for complimentary drink  snack detailed here  httpstco9zA6xb1h89  being argued with ,False,False,True,False,negative
i am so disappointed with the service i received with you on my travels to nc these past few days  you lost my baggage twice ,False,False,False,False,negative
but question  if the downgrade include losing first class do you get money back  httptcoLfT7QD23Sy,False,False,True,False,neutral
 have you just given up ,False,False,False,False,negative
 and then you said i could move my thursday flight for free if i call a number  and then you hang up on me ,False,False,False,False,negative
are you not even going to acknowledge that you bumped me from a flight  not because of weather i am in arizona ,False,False,False,False,negative
your  moveup  policy really sucks  united has a 24 hour policy for this with status  i was wanting to move up from 5am to 7am ,False,False,False,False,negative
great management of twitter account  thank you ,False,False,False,False,positive
why is it impossible to change  buy preferred seats via your app ,False,False,False,False,negative
i am good  i just did not understand the terminology  but the merger brings new verbiage,False,False,False,False,neutral
can you priv chat to help chairman reroute,False,False,False,False,neutral
new marketing song  httpstcoF2LFULCbQ7 let us know what you think  httptcoWbhbljJkS7,False,False,True,False,neutral
why are your customer service department so intent on ignoring my emails and queries  badservice usairways,False,False,False,True,negative
can you help chairman  i am on flight 686 phx connect 599 sjc will miss connection can you reroute please ,False,False,False,False,neutral
your airway is a joke  i have never dealt with worse service,False,False,False,False,negative
great  i just called your fucking phone number and she hung up on me,False,False,False,False,negative
it has been found thank you,False,False,False,False,positive
thats a lie ,False,False,False,False,negative
also  can you explain why  when i checked in  on the us airways site   picked  standby for 1st  i was not put on the list ,False,False,False,False,neutral
your customer service  has a recording that says we are to busy to assist and hangs up  great touch  poorservice,False,False,False,True,negative
your lack of customer service has shined  i need you to step up and get my lost baggage to delta  so they can return it to me ,False,False,False,False,negative
do you operate any flights without maintenance issues  flights in  out of dca cancelled flighted  this is getting old  update fleet pls ,True,False,False,False,negative
and you took away my 1st class seat  love being a chairman preferred and assigned row 24 seat b middle seat,False,False,False,False,negative
patience is what my connecting flight will need  why do you guys do this to me every time i travel  every  single  time ,False,False,False,False,negative
plans changed  is that what u call not bein able 2 park on time planes w a 2 hr layover n b able 2 make ur connection  seriously,True,False,False,True,negative
i have a receipt but no conf  for a thur flight  when i call for help i was literally hung up on b  c of wait times  help ,True,False,False,False,negative
is it your practice to give 1st class seats to us air employees before giving them to chairmans customers sitting in coach ,False,False,False,False,neutral
thank you for resolving the issue  on direct flight to sfo from,False,False,False,False,positive
would help if you flew bigger planes into tlh  all my team mates made it to the training but me ,False,False,False,False,negative
ok thanks,False,False,False,False,positive
no i am trying to get on a plane from phx to rno and the gate is saying the flight was downgraded ,False,False,False,False,negative
she was put on hold on that number for a looong time too  no help  lostandforgotten,False,False,False,True,negative
i have never had a more unpleasant travel experience in my life  now i might not get on my flight till tomorrow  this is insane,False,False,False,False,negative
direct flights to sfo leaving from same airport with and  can you please put me on one of those ,False,False,False,False,neutral
awesome  doors close in 2 minutes  flight leaves in 17 minutes  and the plane just got here  wth ,False,False,False,False,negative
ill check it out when i get to the airport  thanks ,False,False,False,False,positive
ticket counter people here are not helping and just want to charge more money even after this horrible day ,False,False,False,False,negative
 ha  flight to ctl delayed  going to miss connection  can you please transfer me to another airline asap  httptco1XdLbiBClP,True,False,True,False,negative
thanks for the reply  on a good note  the pilot nailed the landing  seriously  kudos ,False,False,False,False,positive
on 555 flight to ctl to catch 8p m flight to sfo  but empty seats on 415 flight which wasnt offered  awful service continues ,False,False,False,False,negative
i have to fly back to charlotte out of a different airport  you guys are not very flexible like other airlines ,False,False,False,False,negative
i checked in  standby for 1st class  only to find i am  not on the list   this merger is a pain ,False,False,False,False,negative
4 great flights with no delays  thank you ,True,False,False,False,positive
been on hold for 45 minutes  is there a better time to call  this is getting ridiculous,False,False,False,False,negative
your exchange  credit policies are worthless and shadier than the white house  dissatisfied to the nines right now ,False,False,False,False,negative
honest question  how is a 1  way ticket from charlotte  your hub  to lax  2nd biggest city in usa  almost  600   ,False,False,False,False,negative
how does one downgrade a flight ,False,False,False,False,neutral
im shutting my data off for the flight  i want some response by the time i land  you have 2 hours ,False,False,False,False,neutral
only happened because u couldnt get us home the next day  flydelta flysouthwest flyjetblue theyareallbetter stillnobags,False,False,False,True,negative
i will never fly again,False,False,False,False,negative
the exhaustion of traveling n runnin thru the airport and tryin 2rent a car n not killin myself my family or anybody on the road,False,False,False,False,negative
offering to give up my bag which you usually have to force passengers to do  i am in a state of shock ,False,False,False,False,negative
power trip  i felt completely threatened and unsafe and i am so angry  derrick bussey  dca  would like to reiterate that i was,False,False,False,False,negative
thank you for putting me on a flight that will be leaving late flightr than the original flight i was booked on ,False,False,False,False,negative
and i would have been willing to give him the benefit of the doubt and say we misunderstood each other until he went on a,False,False,False,False,neutral
look out for flying rocks this time  its a bird its a plane  nah never mind its just a rock ,True,False,False,False,positive
doesnt take into account the  450 it cost 2 rent a car 2 drive home,False,False,False,False,neutral
even if i was the single most unreasonable human being on planet earth  there is no excuse for his treatment of me ,False,False,False,False,negative
you are supposed to be in the business of belong customers  not humiliating them,False,False,False,False,negative
this is no way to treat women  i want someone to contact me and explain how they will make this acceptable ,False,False,False,False,negative
citizen  i fly your airline constantly and am so offended  derrick bussey  now im crying on this airplane because im so upset,False,False,False,False,negative
really know how to leave someone stranded after a funeral  props to you guys  really making this the perfect monday ,False,False,False,False,negative
we had a friend there telling the gate attendant and the stewardess what was going on notourfaultyoudontuseyourgatesright,False,False,False,True,negative
am i allowed to carry on a suit bag and carry on bag  my suit bag will hang like a jacket would  it is soft sided  48 ,False,False,False,False,neutral
owes tammy from the winstonsalem call center for keeping me as a customer ,True,False,False,False,positive
the jetway because he felt i was disrespectful  i have never been treated this way particularly when i was trying to be a good c,False,False,False,False,negative
with such disrespect i cannot even begin to explain  he has an issue with women and he literally yelled at me and pulled me off,False,False,False,False,negative
what happens if it isnt located,False,False,False,False,negative
i want to speak with someone immediately  i am shaking with rage  i offered to hate check my bag and derrick bussey treated me,False,False,False,False,negative
so its a  2500 bag fee for a golf bag on a domestic flight ,False,False,False,False,neutral
is okay for u 2 cancelled flight change a flight when good 4 u but you cant logistically figure out what 2 do when a plane comes in on time,False,False,False,False,negative
thanks but when i asked for a change with no cost for you the only desition was nade by computer  now is late flight,False,False,False,False,negative
hi guys  do you have a general enquires email address please  thanks david ,False,False,False,False,neutral
if you actually cared about what you did it would be one thing  sounds like you dont like being told how lousy your service is ,False,False,False,False,negative
you idiots kept an on time plane on the tarmac for over an hour forcing us to not be there 10 minutes before ,False,False,False,False,negative
cust svc just let it slip that previous cust svc lied to me about supervisors  corporate ph    200 to change a  130 tix  no thx ,False,False,False,False,negative
following you now,False,False,False,False,neutral
sorry i didnt realize i wasnt following you,False,False,False,False,neutral
please fix your reservations phone system  the weather  backup could not possibly be bad for 10 days  goodgriefpeople,True,False,False,True,negative
i made it  thanks for the help ,True,False,False,False,positive
 huge props to parizad at checkin in sacramento for her help on friday to get 3 of us home when other airlines were delayed,False,False,False,False,positive
is there an additional charge for a golf bag with clubs  shoes  and golf balls  if thats the only piece of luggage you check ,False,False,False,False,neutral
i have a flight voucher  confirmation code but there is no where for me to enter it on your checkout page while flight booking problems  pls help,False,False,False,False,negative
12  rock hit the plane  in a delay now  never an easy day with us airways  ya never fail to let me down ,True,False,False,False,negative
just an fyi ill be writing registered letters 2 your ceo and those down the line 4 the shameful treatment and reactions we got ,False,False,False,False,negative
you guys cancelled flightled two of my flights yesterday and i checked the bag to huntsville and it went missing in philly ,False,False,False,False,negative
if i apply for ur credit card  do you automatically get the companion certificate or do i have to wait for it ,False,False,False,False,neutral
customer service failure aside  one would think you guys would care about inaccurate manifests  im sure tsa would ,False,False,False,False,negative
i find it funny that responds but you dont  your customer service is the worst  wedontcarebecauseyoupaidalready,False,False,False,True,negative
i get some bs from a guy at the door says door closes 10 minutes before it backs out  yet i know for a fact it was 5 people short,False,False,False,False,negative
our flight was rebooked with you and we want to change our seats or upgrade to 1st class  can you help  phones are down ,False,False,False,False,negative
i need to speak with a customer service agent today between 58 pm i had an unfortunate incident of discrimination today ,False,False,False,False,negative
slowest baggage claim ever,False,False,False,False,negative
dont blame it on weather  rep at counter cost me entire day  not weather  printed boarding pass too late flight  takeresponsibility,False,False,False,True,negative
too late flight ,False,False,False,False,negative
delays due to refueling are out of your control  if thats true i never want to fly us airways again,False,False,False,False,negative
shout out to diane at eyw for helping get us home today instead of tomorrow  even if a little late flight  ,True,False,False,False,positive
made it  just  huge relief  thanks for your help ,True,False,False,False,positive
how about now getting us the rest of our bags please  we only received 2 of 5  can you help with that ,False,False,False,False,negative
im trying to get my dads wheelchair and no one is answering at dulleswe have tried to call back onmultiple times,False,False,False,False,negative
its 838  we boarded and we are waiting now to take off  hopefully ,False,False,False,False,neutral
 thanks  i hope so  maybe you can put in a good word for me  ,False,False,False,False,positive
us 728  feb 21  arrive 7 hrs late flight  checked car seat missing  no replacement available  has yet to arrive more than 24 hours late flightr ,False,False,False,False,negative
you guys lost my luggage,False,False,False,False,negative
us 728  feb 21 kim y says  leaving on 15 minutes once paperwork is done  wheels up  15 hours late flightr ,False,False,False,False,negative
us 728  feb 21 hour 6 on plane when us airways representative kim y enters deteriorating picture  unhelpful with no assurances ,False,False,False,False,negative
thnk you for response  all flights were full  couldnt get out until tmrw  had to cancelled flight and go w  other airline,False,False,False,False,negative
us 728  feb 21  ground power shorts again for the third time  weary german passenger deplanes  makes me jealous  auf wiedersehen ,True,False,False,False,negative
us 728  refuel  weve sat for so long  pilot announces where the truck is   look  over there to the left   actual announcement ,True,False,False,False,neutral
thanks but the bags are only 10  of what went wrong  22 hours from dca to san when there were no weather issues is not acceptable,False,False,False,False,negative
trying to chg ticket for staff member leaving org before she can flywe  re a nonprofitcant you make an exception ,False,False,False,False,neutral
how can i speak to a human  need 2 find bag delayed 221  website and 800  are telling me 2 different things  got hung up on 2x,True,False,False,False,negative
us 728  one water run of the planets smallest water bottles  applaud you looking out for the environment ,False,False,False,False,negative
us 728  nope  not getting off  3 hours in the plane  4 pilot announcements  one water run of the planets smallest water bottles ,False,False,False,False,negative
us 728 wait  now a gate opened  back we go   good  maybe we can get off  ,False,False,False,False,neutral
us 728 uh oh  no gate  now truck will come to us ,False,False,False,False,negative
us 728 returned to gate to get  mel  sticker  oh  look  we heard from pilot  no clue what an mel sticker is  anyone ,True,False,False,False,negative
i spent an hour on the phone with them and got no where at all,False,False,False,False,negative
us 728 then lost ground power three different times  not only grounded endlessly  now without air  lights  entertainment ,False,False,False,False,negative
us 728 pilot started the flight by announcing arrival into gatwick  not heathrow  moments of concern for all aboard ,False,False,False,False,negative
us 728 stated their issues as  no one around to close said door  more strange  now were not hearing from pilot for long periods ,False,False,False,False,negative
seat 8D on flight 545 last night is the worst seat ive ever been in  no leg room  dividendsmember httptcoNUhpLNXRIq,True,False,True,True,negative
one of your workers was very rude with us  we can tell you in dm cuz it wont be any good publicity ,False,False,False,False,negative
us 728 stated their issues as  plane not moving as cargo door open on plane  umm  ok  a little strange ,False,False,False,False,negative
my flight is delayed so i missed my connecting flight  stuck in philadelphia over night and no hotel voucher  thanks for nothing,False,False,False,False,negative
us 728 stated their issues as  kept plane on ground to allow connecting passengers from other flight to board  fine  understand ,False,False,False,False,neutral
can i speak to a human with some compassion  i wrote an email to discuss my experience and received a generic  sorry  email back,False,False,False,False,negative
take a look at 1715  all f seats filled  so someone upgraded their friend instead of following rules ,False,False,False,False,negative
back in line at terminal because phone guy couldnt help  one person in front of me 20 min wait again  httptcoHQHdAD7fvK,False,False,True,False,negative
so you understand why im resorting to twitter  no help available at gate while this occurred or by phone afterward ,False,False,False,False,negative
going to miss my connection due to another tarmac delay  on us5268 then 4050  need a flight home today please ,True,False,False,False,negative
 im expecting 400  reimbursement for the unprofessional decisions with us728 on 21 feb  check your very full complaint box ,False,False,False,False,negative
whats the deal with flight 5268 from dca to phl  we boarded on time  left the gate a few mins late flight and are now sat on tarmac ,False,False,False,False,negative
stranding a student trying to get to birmingham in clt overnight w  o any help  you can do better than that ,False,False,False,False,negative
really need help asap  so please make it quick  thx ,False,False,False,False,negative
well that is not going to help  ivebeen on hold over 3 hrs  my client wants his ff nbr in the record hes elite waa,False,False,False,False,negative
hi  you lost my fathers wheelchair  every time we call we just get voicemail  my dad needs it to go home  please dm me ,False,False,False,False,negative
4 segments  44 delayed  gnv  ctl  ctl  jan  jan  ctl  ctl  gnv  my year off from flying with you guys was the way to go ,False,False,False,False,negative
is charging me  200 to not take my flight  lol  that is the last time i fly with them ,False,False,False,False,negative
yes  it says bag is being delivered  the local number says not open  asked main  for cust service got hung up on ,False,False,False,False,negative
row 16  flight 634 today if youre looking for specifics  i can run to home depot for the wd40 you if you need ,True,False,False,False,negative
seriously buy some wd40 for a319 operating flight 634 from geg to phoenix  every seat squeaks w every shift  still on ground ,True,False,False,False,negative
i would happily wait in the terminal near food  restrooms and non irritated passengers ,False,False,False,False,negative
why let passengers on board when there was an issue  over an hour  the pilot doesnt know when well leave ,False,False,False,False,negative
anyone there to help  still on hold ,False,False,False,False,negative
oh yay  now gate agents decide not to deal with upgrade list and just bump up whoever is closest ,True,False,False,False,negative
site shows ontime but flightaware site shows delayed  trying to decide if i get out in this ice to catch flt 456 to phx ,False,False,False,False,negative
is the absolute worst airline  13 women were inconvenienced due to maintenance issues  stuck all over  no care given ,False,False,False,False,negative
flights   customer relations  are extremely disappointing  faced too many problems to type  apology   25 towards a flight  a joke,False,False,False,False,negative
sitting here in phl with all of your rude customer service agents ,True,False,False,False,negative
 can flight 415 get the paperwork inputted   we should have taken off an hour  sittingontheplane hungry,False,False,False,True,negative
now on hold with customer care  wonder if someone will pick up the phone before 5pm ,False,False,False,False,negative
when will flt 445 get a gate at den  over 20 minutes waiting with no information ,False,False,False,False,negative
lots of fun to be removed from top of a list and manually readded to the bottom thanks to club agents  thanks a lot asha at dca ,False,False,False,False,negative
your delayed flight out of wilmington made me miss my flight out of charlotte  figure out how to take off and arrive on time ,False,False,False,False,negative
wow unbelievable how you treat your customers at puerto rico airport  👍,True,False,False,False,positive
usually  sorry  doesnt involve moving people to middle seats and removing them from upgrade lists  guess thats a club perk ,False,False,False,False,negative
dont worry  used own initiative and arriving much earlier than you planned for me,False,False,False,False,negative
nice try at the gate making traveler after traveler put bags in the size guide because you oversold  sorry minefits,False,False,False,True,negative
horrible service  wrong plane arrived  many confirmed passengers could not get on flight we paid for due to lack of seats flight,False,False,False,False,negative
trying to book award travel leaving on redeye sunday night after midnight  should i book the date in sunday or monday ,False,False,False,False,neutral
booked flight 1mnth ago  seat confirmed  small plane arrived and was not allowed to board bcs no seat  horrible service,False,False,False,False,negative
very frustrated  checked bag in logan  was not given a luggage ticket  now luggage is lost  no ownership from,False,False,False,False,negative
they were breathing very heavily  but were super helpful  thank you ,False,False,False,False,positive
aye  and nothing to do with an automated system which doesnt work properly  anyway  got through to somebody ,False,False,False,False,negative
okay  great  thank you ,True,False,False,False,positive
now my rebooked connection is delayed ,False,False,False,False,negative
i am in meetings in california and have no luggage  ,True,False,False,False,negative
and the number your agent gave me to call says you are not open  and the main number goes to a computer saying it is delivered ,False,False,False,False,negative
any way to get your call center to answer for a oneworld award  whenever try system says too busy and disconnect or endless hold,False,False,False,False,negative
why did you put my luggage on the plane after mine  then not deliver it to me like you said  now show the claim as closed online ,False,False,False,False,negative
takes my money at once but then requires 7 to 10 days to process a refund  why does your auto attendant hang up  usairwaysfail,False,False,False,True,negative
how long for a reply,False,False,False,False,negative
bag policy says stroller or car seat  we need to bring 2 car seats and 1 stroller  should i just call for details ,False,False,False,False,neutral
it was customer service like i have never seen before  kudos to your organization ,True,False,False,False,positive
who intentionally buys a flight with a 10 hour layover  and what kind of airline would charge  200 to fix it  wow  usairways,False,False,False,True,negative
how do i get a hold of customer service  ive called multiple times  have been on hold for 30  mins only to have to hang up,False,False,False,False,negative
is there a  or a time bracket i can call to fix this problem  ive been attempting to fix this contact information issue for days,False,False,False,False,negative
i called the number and they said no one is available to take my call  guys this is insane,False,False,False,False,negative
 cant book a flight online or over the phone  your customer service is usually great   anything you can do to help ,False,False,False,False,negative
 was the worst experience ive ever had flying  rude  delays  cancelled flightlations  lack of updates  and wasting our time,False,False,False,False,negative
contact via fb messages  twitter dm or text ,False,False,False,False,neutral
called 3x  it says high call volumes call back  at  1 a minute for international calls is there any way someone can contact me ,False,False,False,False,negative
grrr  couldnt book a flight via calling either ,False,False,False,False,negative
delayed  connection missed  now extended layover how about a lounge pass for phl  5077,False,False,False,False,negative
another twist in the plot  took off from miami  then had to return due to a unsecured cargo door  most stressful vacation ever ,False,False,False,False,negative
she will be reaching out to you  hardworking mom just trying to do her best ,True,False,False,False,negative
great operation you guys are running  more mechanical issues  and now taping piece of plane together lol httptcoI5V9wfbtuE,False,False,True,False,neutral
thanks  any idea when it will be resolved  id like to purchase my ticket ,True,False,False,False,neutral
hi  can you attach my aa ff  94lxa62 to reservation e2kvm4  thansk ,True,False,False,False,neutral
when i check online it states status closed  what does this mean  as i have yet been able to reach a live person ,False,False,False,False,negative
your system is affected by the weather ,False,False,False,False,negative
we called and were able to get rescheduled  thank you for the quick responses today  ,True,False,False,False,positive
how do you get your aa frequent flyer number to appear in a usair reservation   frustrating,False,False,False,False,negative
im unable to check in for flight 2119 bosdca and havent heard if flight was cancelled flighted  rescheduled  any updates  ,False,False,False,False,negative
 dont forget without your customers you would be out of business  epicfail usairwaysfail,True,False,False,True,negative
hi guys  are flights 5594 and 3937 still on time  the site and app are both down and i cant check  thanks ,True,False,False,False,neutral
hey since you f   ed my wknd can i have day pass to admirals club or meal coupon or free coke   blank stare ,False,False,False,True,negative
 you make the reservation  well make the excuses  usairwaysfail,True,False,False,True,negative
